Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;superficie_lavorativa;tipo_eser_pa;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PA/6667;Via VIPACCO N. 4 con ingresso via brunico| (z.d. 2);SERVIZI ALLA PERSONA;Via VIPACCO;4;2444;;TIPO B CENTRO DI ABBRONZATURA;20126;16;VLE MONZA;2;922.535.679.098;455.174.774.676;45.5174774676, 9.22535679098
C-PA/6668;Via FARINI CARLO N. 35 (z.d. 9);SERVIZI ALLA PERSONA;Via FARINI CARLO;35;1114;;TIPO A - REG.2003;20159;11;ISOLA;9;918.303.104.493;454.895.236.898;45.4895236898, 9.18303104493
C-PA/6670;VIA MAC MAHON N. 1 con ingresso via cucchiari| (z.d. 8);SERVIZI ALLA PERSONA;VIA MAC MAHON;1;703;;TIPO A - REG.2003;20121;2;BRERA;1;918.210.764.913;454.714.865.088;45.4714865088, 9.18210764913
C-PA/6674;Viale TROYA CARLO N. 4| (z.d. 6);SERVIZI ALLA PERSONA;Viale TROYA CARLO;4;5140;41;ACCONCIATORE;20144;49;GIAMBELLINO;6;915.416.264.694;454.520.231.323;45.4520231323, 9.15416264694
C-PA/6675;Viale ESPINASSE CARLO N. 30 angolo via casella| (z.d. 8);SERVIZI ALLA PERSONA;Viale ESPINASSE CARLO;30;7390;;Parrucchiere per signora;20156;71;VILLAPIZZONE;8;914.351.928.659;454.955.581.536;45.4955581536, 9.14351928659
C-PA/6676;Piazzale ZAVATTARI (F.LLI) N. 6| (z.d. 7);SERVIZI ALLA PERSONA;Piazzale ZAVATTARI (F.LLI);6;6537;;TIPO B CENTRO DI ABBRONZATURA|TIPO A - REG.2003;20149;58;DE ANGELI - MONTE ROSA;7;914.382.012.566;454.760.189.575;45.4760189575, 9.14382012566
C-PA/6677;Via CHIARELLI LUIGI N. 10 interno m.c.c.| (z.d. 8);SERVIZI ALLA PERSONA;Via CHIARELLI LUIGI;10;7519;32;ACCONCIATORE;20151;65;GALLARATESE;8;912.175.906.899;454.911.199.474;45.4911199474, 9.12175906899
C-PA/6679;Via TOMASO (SAN) N. 6| (z.d. 1);SERVIZI ALLA PERSONA;Via TOMASO (SAN);6;723;;Parrucchiere per signora;20121;2;BRERA;1;91.846.587.878;45.467.274.785;45.467274785, 9.1846587878
C-PA/6834;VIA DE FILIPPI FILIPPO N. 4 con ingr. in via broggi| (z.d. 3);SERVIZI ALLA PERSONA;VIA DE FILIPPI FILIPPO;4;658;;ACCONCIATORE;;;;;;;
C-PA/6837;Piazza VIGILI DEL FUOCO N. 8| (z.d. 3);SERVIZI ALLA PERSONA;Piazza VIGILI DEL FUOCO;8;2710;;ACCONCIATORE;20134;23;LAMBRATE;3;924.714.522.134;454.785.162.817;45.4785162817, 9.24714522134
C-PA/7712;Via PAOLO (SAN) N. 13| (z.d. 1);SERVIZI ALLA PERSONA;Via PAOLO (SAN);13;212;100;TIPO A - REG.2003;20121;1;DUOMO;1;919.307.575.375;454.662.469.535;45.4662469535, 9.19307575375
C-PA/7714;Via TRAIANO MARCO ULPIO N. 64 (z.d. 9);SERVIZI ALLA PERSONA;Via TRAIANO MARCO ULPIO;64;7157;86;TIPO A - REG.2003;20149;71;VILLAPIZZONE;8;914.857.397.332;454.902.685.342;45.4902685342, 9.14857397332
C-PA/7715;Piazzale DATEO N. 5| (z.d. 3);SERVIZI ALLA PERSONA;Piazzale DATEO;5;3119;34;Parrucchiere per uomo;20129;21;BUENOS AIRES - VENEZIA;3;921.648.225.751;454.685.972.891;45.4685972891, 9.21648225751
C-PA/7716;Via FAUCHE' GIOVANNI BATTISTA N. 38| (z.d. 8);SERVIZI ALLA PERSONA;Via FAUCHE' GIOVANNI BATTISTA;38;7192;30;ACCONCIATORE|TIPO A - REG.2003;20154;69;SARPI;8;91.623.049.867;45.487.257.126;45.487257126, 9.1623049867
C-PA/7717;Via CADORE N. 21| (z.d. 4);SERVIZI ALLA PERSONA;Via CADORE;21;3077;62;ACCONCIATORE;20135;26;XXII MARZO;4;921.332.946.159;454.579.293.538;45.4579293538, 9.21332946159
C-PA/7718;Via PORDENONE N. 1| (z.d. 3);SERVIZI ALLA PERSONA;Via PORDENONE;1;2650;58;ACCONCIATORE;20132;18;Parco Lambro - CIMIANO;3;923.414.824.159;454.901.444.038;45.4901444038, 9.23414824159
C-PA/7720;Piazza MONTE FALTERONA N. 3| (z.d. 7);SERVIZI ALLA PERSONA;Piazza MONTE FALTERONA;3;6558;52;ACCONCIATORE;20148;57;SELINUNTE;7;914.018.853.833;454.736.272.484;45.4736272484, 9.14018853833
C-PA/7721;Via ANDREA (SANT') N. 15| (z.d. 1);SERVIZI ALLA PERSONA;Via ANDREA (SANT');15;222;140;TIPO A - REG.2003;20121;1;DUOMO;1;919.653.183.157;454.689.057.379;45.4689057379, 9.19653183157
C-PA/7722;VIA DERNA N. 9| (z.d. 2);SERVIZI ALLA PERSONA;VIA DERNA;9;2376;46;ACCONCIATORE;20132;19;PADOVA;2;923.602.599.903;454.991.866.652;45.4991866652, 9.23602599903
C-PA/7723;Via TITO LIVIO N. 25 (z.d. 4);SERVIZI ALLA PERSONA;Via TITO LIVIO;25;4086;40;TIPO A - REG.2003;20137;28;UMBRIA - MOLISE;4;921.871.272.982;454.510.765.255;45.4510765255, 9.21871272982
C-PA/7727;Via MERCADANTE SAVERIO N. 9| (z.d. 3);SERVIZI ALLA PERSONA;Via MERCADANTE SAVERIO;9;2232;;TIPO A - REG.2003;20124;21;BUENOS AIRES - VENEZIA;3;921.231.195.732;454.837.170.333;45.4837170333, 9.21231195732
C-PA/7728;Via CAPECELATRO ALFONSO N. 19| (z.d. 7);SERVIZI ALLA PERSONA;Via CAPECELATRO ALFONSO;19;6575;14;TIPO A - REG.2003;20148;57;SELINUNTE;7;913.191.892.754;454.694.361.874;45.4694361874, 9.13191892754
C-PA/7729;Via COLONNA MARCO ANTONIO N. 14| (z.d. 8);SERVIZI ALLA PERSONA;Via COLONNA MARCO ANTONIO;14;7158;30;ACCONCIATORE;20149;67;PORTELLO;8;915.417.602.595;454.860.027.603;45.4860027603, 9.15417602595
C-PA/7731;Via IMBONATI CARLO N. 6| (z.d. 9);SERVIZI ALLA PERSONA;Via IMBONATI CARLO;6;1311;26;ACCONCIATORE;20159;79;DERGANO;9;918.426.041.393;454.989.251.786;45.4989251786, 9.18426041393
C-PA/7733;Via PORPORA NICOLA ANTONIO N. 89| (z.d. 3);SERVIZI ALLA PERSONA;Via PORPORA NICOLA ANTONIO;89;2229;80;ACCONCIATORE;20131;20;LORETO;3;922.566.094.079;454.861.519.598;45.4861519598, 9.22566094079
C-PA/4429;Piazzale CADORNA LUIGI N. 10 cadorna 10 (z.d. 1);SERVIZI ALLA PERSONA;Piazzale CADORNA LUIGI;10;601;;TIPO A-B-C-D;20123;7;MAGENTA - S. VITTORE;1;91.762.264.676;454.685.852.862;45.4685852862, 9.1762264676
C-PA/4431;Viale MONZA 2 loc al p.t.+ 1 loc. interrat num.174| (z.d. 2);SERVIZI ALLA PERSONA;Viale MONZA;;2274;112;TIPO A ESTETICA MANUALE|TIPO C TRATT.ESTETICI DIMAGRIM|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/4434;Via ANGELO DELLA PERGOLA N. 7 ingresso da p.le archinto| (z.d. 9);SERVIZI ALLA PERSONA;Via ANGELO DELLA PERGOLA;7;1137;28;Parrucchiere per signora;20159;11;ISOLA;9;918.768.403.454;454.880.851.423;45.4880851423, 9.18768403454
C-PA/4437;Via IMBRIANI (DEGLI) N. 40| (z.d. 9);SERVIZI ALLA PERSONA;Via IMBRIANI (DEGLI);40;1266;;Parrucchiere per signora;20158;77;BOVISA;9;916.740.517.880.328;455.007.728.992.622;45.5007728992622, 9.16740517880328
C-PA/4441;Viale SABOTINO N. 13 p.t. + soppalco + 1ĝ piano| (z.d. 5);SERVIZI ALLA PERSONA;Viale SABOTINO;13;4046;102;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20135;27;PTA ROMANA;5;919.882.993.564;454.510.293.169;45.4510293169, 9.19882993564
C-PA/4443;Via GNOCCHI DON CARLO num.033| (z.d. 7);SERVIZI ALLA PERSONA;Via GNOCCHI DON CARLO;;6483;30;TIPO A ESTETICA MANUALE|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/4450;Piazzale BACONE FRANCESCO N. 12 come da allegata planimetria| (z.d. 3);SERVIZI ALLA PERSONA;Piazzale BACONE FRANCESCO;12;2100;;TIPO B CENTRO DI ABBRONZATURA;20129;21;BUENOS AIRES - VENEZIA;3;921.547.519.399;454.806.646.425;45.4806646425, 9.21547519399
C-PA/4458;Viale CORSICA num.057a| (z.d. 4);SERVIZI ALLA PERSONA;Viale CORSICA;;3262;31;TIPO A ESTETICA MANUALE|TIPO C TRATT.ESTETICI DIMAGRIM|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/4460;Via PONTE NUOVO N. 8 estetista in profumeria| (z.d. 2);SERVIZI ALLA PERSONA;Via PONTE NUOVO;8;2494;15;TIPO A-B-C-D;20128;17;ADRIANO;2;923.756.567.596;455.059.141.525;45.5059141525, 9.23756567596
C-PA/4464;Via EUSTACHI BARTOLOMEO N. 32| (z.d. 3);SERVIZI ALLA PERSONA;Via EUSTACHI BARTOLOMEO;32;2165;15;Parrucchiere per uomo;20129;21;BUENOS AIRES - VENEZIA;3;921.495.499.738;454.770.687.829;45.4770687829, 9.21495499738
C-PA/4468;Galleria BABILA (SAN) N. 4C (z.d. 1);SERVIZI ALLA PERSONA;Galleria BABILA (SAN);4C;360;;Parrucchiere per signora;20122;1;DUOMO;1;919.856.454.462;454.661.951.314;45.4661951314, 9.19856454462
C-PA/4470;VIA RIPAMONTI GIUSEPPE N. 184 (z.d. 5);SERVIZI ALLA PERSONA;VIA RIPAMONTI GIUSEPPE;184;4066;26;Acconciatore;20141;38;RIPAMONTI;5;920.087.044.059;45.433.705.067;45.433705067, 9.20087044059
C-PA/4471;;SERVIZI ALLA PERSONA;;;;;;;;;;;;
C-PA/4480;Piazza REPUBBLICA (DELLA) N. 17 interno hotel principe savoia| (z.d. 2);SERVIZI ALLA PERSONA;Piazza REPUBBLICA (DELLA);17;1055;;Parrucchiere per signora;20124;10;CENTRALE;2;91.969.244.465;454.797.945.588;45.4797945588, 9.1969244465
C-PA/4481;Viale CAMPANIA N. 26 estetista in profumeria| (z.d. 4);SERVIZI ALLA PERSONA;Viale CAMPANIA;26;3100;12;Estetista in profumeria|TIPO A ESTETICA MANUALE|TIPO D ESTET.APPAR.ELETTROMECC|TIPO C TRATT.ESTETICI DIMAGRIM;20133;25;CORSICA;4;922.420.195.691;454.647.341.069;45.4647341069, 9.22420195691
C-PA/4485;Via PARAVIA PIER ALESSANDRO N. 77| (z.d. 7);SERVIZI ALLA PERSONA;Via PARAVIA PIER ALESSANDRO;77;6571;26;ACCONCIATORE;20148;60;S. SIRO;7;913.463.247.855;454.739.369.639;45.4739369639, 9.13463247855
C-PA/4493;Piazza AMBROGIO (SANT') N. 5 interno della caserma di p.s.| (z.d. 1);SERVIZI ALLA PERSONA;Piazza AMBROGIO (SANT');5;643;53;Parrucchiere per uomo|Parrucchiere per signora;20123;1;DUOMO;1;917.641.704.509;454.634.708.498;45.4634708498, 9.17641704509
C-PA/4500;Viale MONZA N. 8| (z.d. 2);SERVIZI ALLA PERSONA;Viale MONZA;8;2274;;TIPO B CENTRO DI ABBRONZATURA;20127;20;LORETO;2;921.746.378.094.285;454.879.516.704.084;45.4879516704084, 9.21746378094285
C-PA/4506;Via BIUMI PAOLO GEROLAMO N. 16| (z.d. 2);SERVIZI ALLA PERSONA;Via BIUMI PAOLO GEROLAMO;16;2465;30;Parrucchiere per uomo;20128;16;VLE MONZA;2;923.634.080.593;455.060.317.916;45.5060317916, 9.23634080593
C-PA/4508;Piazza TIRANA N. 12| (z.d. 6);SERVIZI ALLA PERSONA;Piazza TIRANA;12;5378;34;Parrucchiere per signora;20147;49;GIAMBELLINO;6;912.860.874.422;454.439.394.283;45.4439394283, 9.12860874422
C-PA/4511;Via NIKOLAJEVKA N. 3| (z.d. 7);SERVIZI ALLA PERSONA;Via NIKOLAJEVKA;3;6473;42;ACCONCIATORE;20152;56;FORZE ARMATE;7;910.606.201.546;454.585.766.693;45.4585766693, 9.10606201546
C-PA/6842;Via MARONCELLI PIETRO N. 2| (z.d. 9);SERVIZI ALLA PERSONA;Via MARONCELLI PIETRO;2;1113;;Acconciatore;20154;9;GARIBALDI REPUBBLICA;9;918.420.188.976;454.818.375.102;45.4818375102, 9.18420188976
C-PA/6844;VIALE BRIANZA N. 24| (z.d. 2);SERVIZI ALLA PERSONA;VIALE BRIANZA;24;2263;;Acconciatore;20127;20;LORETO;2;921.141.675.543.812;454.886.682.036.839;45.4886682036839, 9.21141675543812
C-PA/6848;Via CANOVA ANTONIO N. 1| (z.d. 1);SERVIZI ALLA PERSONA;Via CANOVA ANTONIO;1;7238;65;ACCONCIATORE;20145;68;PAGANO;1;916.934.545.719;4.547.412.691;45.47412691, 9.16934545719
C-PA/6878;Via CICOGNA MOZZONI CARLO N. 23| (z.d. 9);SERVIZI ALLA PERSONA;Via CICOGNA MOZZONI CARLO;23;1676;;ACCONCIATORE;20161;81;BOVISASCA;9;915.881.654.983;455.160.189.411;45.5160189411, 9.15881654983
C-PA/6880;Foro BUONAPARTE N. 71 ang.l.go cairoli e via beltram| (z.d. 1);SERVIZI ALLA PERSONA;Foro BUONAPARTE;71;711;32;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20121;1;DUOMO;1;918.149.406.765;454.680.475.757;45.4680475757, 9.18149406765
C-PA/6883;Via FILZI FABIO N. 27 (z.d. 2);SERVIZI ALLA PERSONA;Via FILZI FABIO;27;1190;;TIPO A - REG.2003;20124;10;CENTRALE;2;920.037.562.063;454.847.780.042;45.4847780042, 9.20037562063
C-PA/6884;Via CAPECELATRO ALFONSO N. 20| (z.d. 7);SERVIZI ALLA PERSONA;Via CAPECELATRO ALFONSO;20;6575;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20148;57;SELINUNTE;7;913.257.884.328;4.546.930.681;45.46930681, 9.13257884328
C-PA/6887;Via ARESE FRANCESCO N. 20 ingresso su v.thaon de revel 9| (z.d. 9);SERVIZI ALLA PERSONA;Via ARESE FRANCESCO;20;1186;;ACCONCIATORE;20159;11;ISOLA;9;918.847.644.403;454.914.044.466;45.4914044466, 9.18847644403
C-PA/6893;Via JAN GIORGIO N. 6| (z.d. 3);SERVIZI ALLA PERSONA;Via JAN GIORGIO;6;2154;;TIPO A - REG.2003;20129;21;BUENOS AIRES - VENEZIA;3;92.106.074.517;454.776.336.039;45.4776336039, 9.2106074517
C-PA/6903;Via APPIANI ANDREA N. 12 con ingresso in via parini 5| (z.d. 1);SERVIZI ALLA PERSONA;Via APPIANI ANDREA;12;1050;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20121;2;BRERA;1;91.941.438.094;45.477.282.099;45.477282099, 9.1941438094
C-PA/6905;Via MAC MAHON N. 87 (z.d. 8);SERVIZI ALLA PERSONA;Via MAC MAHON;87;7221;;ACCONCIATORE;20155;71;VILLAPIZZONE;8;915.698.127.274;454.944.260.897;45.4944260897, 9.15698127274
C-PA/6907;Viale PIAVE N. 7| (z.d. 1);SERVIZI ALLA PERSONA;Viale PIAVE;7;2179;;TIPO A - REG.2003;20129;4;GUASTALLA;1;920.665.066.864;454.695.842.684;45.4695842684, 9.20665066864
C-PA/6917;Via MOSCOVA (DELLA) N. 24| (z.d. 1);SERVIZI ALLA PERSONA;Via MOSCOVA (DELLA);24;1016;45;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20121;2;BRERA;1;919.127.952.337;454.765.467.198;45.4765467198, 9.19127952337
C-PA/6919;Via GIOVANNI SUL MURO (SAN) N. 14 via brentano| (z.d. 1);SERVIZI ALLA PERSONA;Via GIOVANNI SUL MURO (SAN);14;609;;TIPO A - REG.2003;20121;1;DUOMO;1;918.065.701.754;45.466.184.509;45.466184509, 9.18065701754
C-PA/6921;Via COLA DI RIENZO N. 44 con ingresso via trezzo d'adda| (z.d. 6);SERVIZI ALLA PERSONA;Via COLA DI RIENZO;44;6094;33;ACCONCIATORE;20144;50;TORTONA;6;915.635.946.669;454.550.822.678;45.4550822678, 9.15635946669
C-PA/6923;Corso COMO N. 2| (z.d. 9);SERVIZI ALLA PERSONA;Corso COMO;2;1111;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20124;9;GARIBALDI REPUBBLICA;9;918.726.263.841;454.812.220.249;45.4812220249, 9.18726263841
C-PA/6925;Via MAZZINI GIUSEPPE N. 16| (z.d. 1);SERVIZI ALLA PERSONA;Via MAZZINI GIUSEPPE;16;516;;ACCONCIATORE|TIPO A - REG.2003;20123;1;DUOMO;1;918.837.025.789;454.621.905.897;45.4621905897, 9.18837025789
C-PA/6926;Via BRAGA GAETANO N. 1| (z.d. 2);SERVIZI ALLA PERSONA;Via BRAGA GAETANO;1;1308;;TIPO A - REG.2003;20125;10;CENTRALE;2;920.607.093.572;454.926.907.995;45.4926907995, 9.20607093572
C-PA/6933;Via VENINI GIULIO E CORRADO N. 14A (z.d. 3);SERVIZI ALLA PERSONA;Via VENINI GIULIO E CORRADO;14A;2258;;ACCONCIATORE;20124;21;BUENOS AIRES - VENEZIA;3;921.194.318.672;454.870.084.557;45.4870084557, 9.21194318672
C-PA/6936;Via LAGRANGE GIUSEPPE N. 1 in seminterrato| (z.d. 5);SERVIZI ALLA PERSONA;Via LAGRANGE GIUSEPPE;1;5205;130;ACCONCIATORE;20136;6;TICINESE;5;91.791.060.008;45.448.760.659;45.448760659, 9.1791060008
C-PA/6940;Viale CORSICA N. 1| (z.d. 4);SERVIZI ALLA PERSONA;Viale CORSICA;1;3262;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20133;25;CORSICA;4;922.431.194.795;454.622.892.044;45.4622892044, 9.22431194795
C-PA/6944;Via PALMANOVA N. 30| (z.d. 3);SERVIZI ALLA PERSONA;Via PALMANOVA;30;2390;33;Parrucchiere per signora;20132;18;Parco Lambro - CIMIANO;3;92.341.810.902;454.942.876.347;45.4942876347, 9.2341810902
C-PA/6947;Via ZURIGO N. 22| (z.d. 7);SERVIZI ALLA PERSONA;Via ZURIGO;22;6318;;ACCONCIATORE;20147;56;FORZE ARMATE;7;911.798.413.086;454.568.076.706;45.4568076706, 9.11798413086
C-PA/6950;Via FONTANA N. 18| (z.d. 1);SERVIZI ALLA PERSONA;Via FONTANA;18;3058;;TIPO A - REG.2003;20122;4;GUASTALLA;1;92.050.715.521;45.461.469.769;45.461469769, 9.2050715521
C-PA/6952;Via DE PRETIS AGOSTINO N. 7| (z.d. 6);SERVIZI ALLA PERSONA;Via DE PRETIS AGOSTINO;7;5431;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20142;46;BARONA;6;915.349.299.927;454.313.657.595;45.4313657595, 9.15349299927
C-PA/6953;Via MARX CARLO N. 12| ();SERVIZI ALLA PERSONA;Via MARX CARLO;12;6082;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20153;61;QUARTO CAGNINO;7;911.202.327.743;454.714.052.283;45.4714052283, 9.11202327743
C-PA/6954;Via MARX CARLO N. 18| (z.d. 7);SERVIZI ALLA PERSONA;Via MARX CARLO;18;6082;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20153;61;QUARTO CAGNINO;7;911.183.680.679;454.723.332.878;45.4723332878, 9.11183680679
C-PA/6955;Piazza GASPARRI PIETRO N. 4| (z.d. 9);SERVIZI ALLA PERSONA;Piazza GASPARRI PIETRO;4;1647;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20161;82;COMASINA;9;916.244.397.854;455.262.924.912;45.5262924912, 9.16244397854
C-PA/6956;Via MOSCA ANTONIO N. 178| (z.d. 7);SERVIZI ALLA PERSONA;Via MOSCA ANTONIO;178;6788;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20152;54;MUGGIANO;7;906.979.115.106;454.511.590.935;45.4511590935, 9.06979115106
C-PA/6957;Via APPENNINI num.077| ();SERVIZI ALLA PERSONA;Via APPENNINI;;7514;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/6958;Via FALCK ENRICO num.033c| (z.d. 8);SERVIZI ALLA PERSONA;Via FALCK ENRICO;;7438;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/6959;Via CAPINERA (DELLA) N. 5| (z.d. 6);SERVIZI ALLA PERSONA;Via CAPINERA (DELLA);5;6659;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20147;53;LORENTEGGIO;6;911.958.305.063;454.562.331.631;45.4562331631, 9.11958305063
C-PA/6960;Via SAPONARO MICHELE N. 38| (z.d. 5);SERVIZI ALLA PERSONA;Via SAPONARO MICHELE;38;5432;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20142;41;GRATOSOGLIO - TICINELLO;5;917.334.276.147;454.060.920.068;45.4060920068, 9.17334276147
C-PA/6961;Via DE RUGGIERO GUIDO N. 8| (z.d. 5);SERVIZI ALLA PERSONA;Via DE RUGGIERO GUIDO;8;5442;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20142;41;GRATOSOGLIO - TICINELLO;5;917.451.828.061;45.418.845.854;45.418845854, 9.17451828061
C-PA/6962;Via BETULLE (DELLE) N. 8| (z.d. 7);SERVIZI ALLA PERSONA;Via BETULLE (DELLE);8;6828;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20152;55;BAGGIO;7;908.431.241.544;454.533.260.099;45.4533260099, 9.08431241544
C-PA/6963;Via BETULLE (DELLE) N. 34| (z.d. 7);SERVIZI ALLA PERSONA;Via BETULLE (DELLE);34;6828;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20152;55;BAGGIO;7;907.926.207.009;454.540.583.494;45.4540583494, 9.07926207009
C-PA/6964;Via LARICI (DEI) num.007| ();SERVIZI ALLA PERSONA;Via LARICI (DEI);;6827;;ACCONCIATORE|TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;;;;;;;
C-PA/6968;Via BIUMI PAOLO GEROLAMO N. 16| (z.d. 2);SERVIZI ALLA PERSONA;Via BIUMI PAOLO GEROLAMO;16;2465;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20128;16;VLE MONZA;2;923.634.080.593;455.060.317.916;45.5060317916, 9.23634080593
C-PA/6973;VIA PORDENONE N. 8 primo piano| (z.d. 3);SERVIZI ALLA PERSONA;VIA PORDENONE;8;2650;;TIPO A - REG.2003;20132;18;Parco Lambro - CIMIANO;3;923.443.402.206;454.899.824.693;45.4899824693, 9.23443402206
C-PA/6978;Via MARIA SEGRETA (SANTA) N. 7 primo piano| (z.d. 1);SERVIZI ALLA PERSONA;Via MARIA SEGRETA (SANTA);7;624;54;ACCONCIATORE;20123;1;DUOMO;1;918.490.499.063;454.656.254.804;45.4656254804, 9.18490499063
C-PA/6979;Piazzale GORINI PAOLO N. 10| (z.d. 3);SERVIZI ALLA PERSONA;Piazzale GORINI PAOLO;10;3170;43;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20133;22;CITTA' STUDI;3;923.058.221.322;454.731.963.832;45.4731963832, 9.23058221322
C-PA/6982;Via PADOVA N. 87| (z.d. 2);SERVIZI ALLA PERSONA;Via PADOVA;87;2275;22;ACCONCIATORE;20127;20;LORETO;2;92.273.481.205;454.943.042.631;45.4943042631, 9.2273481205
C-PA/6984;Via VALLA LORENZO N. 14| (z.d. 5);SERVIZI ALLA PERSONA;Via VALLA LORENZO;14;5336;;TIPO A - REG.2003|TIPO B CENTRO DI ABBRONZATURA;20141;42;STADERA;5;918.573.502.601;454.343.959.659;45.4343959659, 9.18573502601
C-PA/6988;Via PLINIO CAIO SECONDO N. 39| (z.d. 3);SERVIZI ALLA PERSONA;Via PLINIO CAIO SECONDO;39;2144;;Parrucchiere per signora;20133;21;BUENOS AIRES - VENEZIA;3;921.761.061.968;454.767.206.029;45.4767206029, 9.21761061968
C-PA/4516;Via FILIPPINO DEGLI ORGANI N. 9| (z.d. 4);SERVIZI ALLA PERSONA;Via FILIPPINO DEGLI ORGANI;9;3162;15;TIPO A ESTETICA MANUALE;20135;28;UMBRIA - MOLISE;4;92.176.430.831;454.544.842.453;45.4544842453, 9.2176430831
C-PA/4519;Via PODGORA N. 11 piano rialzato| (z.d. 1);SERVIZI ALLA PERSONA;Via PODGORA;11;3055;;TIPO A-B-C-D;20122;4;GUASTALLA;1;920.327.855.825;454.612.111.021;45.4612111021, 9.20327855825
C-PA/4523;Corso PORTA VITTORIA (DI) N. 13 piano primo| (z.d. 1);SERVIZI ALLA PERSONA;Corso PORTA VITTORIA (DI);13;3016;;TIPO A - REG.2003;20122;4;GUASTALLA;1;919.901.245.922;454.627.252.931;45.4627252931, 9.19901245922
C-PA/4535;Via SOLFERINO N. 24| (z.d. 1);SERVIZI ALLA PERSONA;Via SOLFERINO;24;1028;15;TIPO A ESTETICA MANUALE|TIPO C TRATT.ESTETICI DIMAGRIM;20121;2;BRERA;1;918.741.749.322;454.758.956.912;45.4758956912, 9.18741749322
C-PA/4536;Via SETTEMBRINI LUIGI N. 29| (z.d. 2);SERVIZI ALLA PERSONA;Via SETTEMBRINI LUIGI;29;2127;32;Parrucchiere per signora;20124;10;CENTRALE;2;920.710.413.182;454.829.851.764;45.4829851764, 9.20710413182
C-PA/4537;Via ZANELLA GIACOMO N. 60| (z.d. 4);SERVIZI ALLA PERSONA;Via ZANELLA GIACOMO;60;3257;;TIPO A ESTETICA MANUALE|TIPO C TRATT.ESTETICI DIMAGRIM;20133;25;CORSICA;4;923.143.044.424;45.464.120.949;45.464120949, 9.23143044424
C-PA/4540;VIA BERGOGNONE AMBROGIO DA FOSSANO N. 9| (z.d. 6);SERVIZI ALLA PERSONA;VIA BERGOGNONE AMBROGIO DA FOSSANO;9;658;16;Acconciatore;;;;;;;
C-PA/4546;Via PROCACCINI GIULIO CESARE N. 27| (z.d. 8);SERVIZI ALLA PERSONA;Via PROCACCINI GIULIO CESARE;27;7204;36;Parrucchiere per signora;20154;69;SARPI;8;91.715.647.592;45.483.589.656;45.483589656, 9.1715647592
C-PA/4547;Via SAINT BON SIMONE N. 38 al p.t. e al i piano| (z.d. 7);SERVIZI ALLA PERSONA;Via SAINT BON SIMONE;38;6670;32;Centro abbronzatura;20147;56;FORZE ARMATE;7;912.190.294.587;454.578.065.093;45.4578065093, 9.12190294587
C-PA/4550;Via VITRUVIO N. 46| (z.d. 2);SERVIZI ALLA PERSONA;Via VITRUVIO;46;2134;27;Parrucchiere per signora;20124;10;CENTRALE;2;920.501.983.614;454.834.015.452;45.4834015452, 9.20501983614
C-PA/4552;Via VALLAZZE N. 89| (z.d. 3);SERVIZI ALLA PERSONA;Via VALLAZZE;89;2250;20;Parrucchiere per signora;20131;22;CITTA' STUDI;3;922.857.572.538;45.484.750.197;45.484750197, 9.22857572538
